time,Close
2023-04-26 09:30:00,16.139999389648438
2023-04-26 10:00:00,16.16900062561035
2023-04-26 10:30:00,16.239999771118164
2023-04-26 11:00:00,16.209999084472656
2023-04-26 11:30:00,16.200000762939453
2023-04-26 12:00:00,16.014999389648438
2023-04-26 12:30:00,16.15999984741211
2023-04-26 13:00:00,16.165000915527344
2023-04-26 13:30:00,16.0
2023-04-26 14:00:00,16.030000686645508
2023-04-26 14:30:00,15.859999656677246
2023-04-26 15:00:00,15.930000305175781
2023-04-26 15:30:00,15.899999618530273
2023-04-27 09:30:00,15.949999809265137
2023-04-27 10:00:00,15.880000114440918
2023-04-27 10:30:00,15.829999923706055
2023-04-27 11:00:00,16.040000915527344
2023-04-27 11:30:00,16.110000610351562
2023-04-27 12:00:00,16.170000076293945
2023-04-27 12:30:00,16.125
2023-04-27 13:00:00,16.135000228881836
2023-04-27 13:30:00,16.200000762939453
2023-04-27 14:00:00,16.28499984741211
2023-04-27 14:30:00,16.315000534057617
2023-04-27 15:00:00,16.299999237060547
2023-04-27 15:30:00,16.309999465942383
2023-04-28 09:30:00,16.354999542236328
2023-04-28 10:00:00,16.600000381469727
2023-04-28 10:30:00,16.549999237060547
2023-04-28 11:00:00,16.549999237060547
2023-04-28 11:30:00,16.545000076293945
2023-04-28 12:00:00,16.559999465942383
2023-04-28 12:30:00,16.565000534057617
2023-04-28 13:00:00,16.565000534057617
2023-04-28 13:30:00,16.510000228881836
2023-04-28 14:00:00,16.489999771118164
2023-04-28 14:30:00,16.540000915527344
2023-04-28 15:00:00,16.549999237060547
2023-04-28 15:30:00,16.670000076293945
2023-05-01 09:30:00,16.89889907836914
2023-05-01 10:00:00,16.940000534057617
2023-05-01 10:30:00,16.934999465942383
2023-05-01 11:00:00,16.809999465942383
2023-05-01 11:30:00,16.78499984741211
2023-05-01 12:00:00,16.834999084472656
2023-05-01 12:30:00,16.809999465942383
2023-05-01 13:00:00,16.770000457763672
2023-05-01 13:30:00,16.815000534057617
2023-05-01 14:00:00,16.7549991607666
2023-05-01 14:30:00,16.834999084472656
2023-05-01 15:00:00,16.850000381469727
2023-05-01 15:30:00,16.815000534057617
2023-05-02 09:30:00,16.65999984741211
2023-05-02 10:00:00,16.510000228881836
2023-05-02 10:30:00,16.34000015258789
2023-05-02 11:00:00,16.334999084472656
2023-05-02 11:30:00,16.350000381469727
2023-05-02 12:00:00,16.315000534057617
2023-05-02 12:30:00,16.309999465942383
2023-05-02 13:00:00,16.350000381469727
2023-05-02 13:30:00,16.375
2023-05-02 14:00:00,16.395000457763672
2023-05-02 14:30:00,16.510000228881836
2023-05-02 15:00:00,16.55500030517578
2023-05-02 15:30:00,16.559999465942383
2023-05-03 09:30:00,16.549999237060547
2023-05-03 10:00:00,16.584999084472656
2023-05-03 10:30:00,16.56999969482422
2023-05-03 11:00:00,16.575000762939453
2023-05-03 11:30:00,16.520000457763672
2023-05-03 12:00:00,16.450000762939453
2023-05-03 12:30:00,16.459999084472656
2023-05-03 13:00:00,16.540000915527344
